6687	1
682	1
753	0
1114	1
5433	1
2105	1
6374	1
873	1
1204	0
1569	1
1716	1
2576	1
6739	1
2234	1
4494	1
708	1
2235	1
6541	1
1977	0
6550	1
897	1
2462	0
1924	1
1674	1
6736	1
856	1
2656	0
6373	1
480	1
2701	0
1564	1
1706	0
1418	1
2036	1
378	1
6491	0
4140	1
475	1
1763	1
924	1
1773	1
418	1
1189	1
2033	0
1843	1
1830	0
6618	1
6818	1
1590	0
4300	1
1195	1
523	1
2871	0
1164	1
1982	1
